follower_id,followee_id,intensity
12,1994,1
12,2014,1
2032,2006,1
2048,1044,1
2050,2006,1
1950,196,1
196,2040,1
2084,120,1
2020,1972,1
12,2090,1
2094,26,1
1576,2084,1
2074,12,1
1110,1464,1
1488,1906,1
1488,1150,1
1742,1856,1
1928,422,1
528,626,1
196,1982,1
162,964,1
12,1998,1
1990,180,1
578,512,1
1498,42,1
596,1906,1
2086,1684,1
12,2070,1
196,2086,1
2080,2068,1
1488,1712,1
12,1940,1
1954,1110,1
12,1964,1
1928,352,1
196,1996,1
180,1996,1
12,2018,1
196,1960,1
578,1910,1
12,2030,1
596,2056,1
2086,596,1
12,2088,1
1110,2048,1
1488,1494,1
572,522,1
1774,1910,1
1966,42,1
12,1972,1
1994,1970,1
1990,196,1
1972,1906,1
1964,42,1
578,2026,1
12,2026,1
1272,596,1
1480,36,1
2084,42,1
2086,1752,1
1466,42,1
2102,1906,1
2080,196,1
1110,1986,1
1110,2046,1
1488,1176,1
196,1944,1
920,1832,1
1954,612,1
196,1958,1
102,1832,1
196,1988,1
1992,42,1
1972,1818,1
2004,180,1
2026,196,1
1628,1750,1
1272,36,1
2054,42,1
12,2038,1
2006,196,1
1456,180,1
2078,42,1
196,2072,1
2082,1750,1
2084,1576,1
2086,2056,1
1924,12,1
2094,1044,1
12,2094,1
2080,1826,1
1110,1992,1
1944,164,1
1950,70,1
1958,1782,1
102,1626,1
196,1994,1
1996,164,1
12,2002,1
2016,1856,1
196,1930,1
180,2052,1
196,2060,1
2086,1044,1
12,2078,1
2084,180,1
2096,1044,1
1576,494,1
1110,1954,1
1944,196,1
196,1962,1
12,1966,1
1968,64,1
12,1968,1
12,1974,1
1992,612,1
718,580,1
196,2000,1
2022,196,1
196,2056,1
196,2064,1
196,2074,1
2086,26,1
1924,196,1
2096,42,1
2100,42,1
1946,42,1
1946,180,1
1650,1786,1
964,1832,1
964,162,1
1928,1064,1
528,1680,1
1986,1752,1
1986,196,1
1972,528,1
1972,1578,1
528,1972,1
2016,1764,1
2022,560,1
2028,180,1
12,2032,1
2046,1532,1
12,2042,1
12,2036,1
1950,1740,1
2072,596,1
196,2042,1
2082,612,1
12,2080,1
1928,1940,1
2100,612,1
1750,596,1
1228,1516,1
12,1944,1
964,158,1
158,964,1
964,150,1
528,578,1
1964,12,1
196,1560,1
1994,12,1
1972,1964,1
602,726,1
2016,1720,1
2048,1618,1
2048,1732,1
2050,196,1
596,1806,1
1742,2016,1
196,2058,1
196,2034,1
2082,120,1
2082,1468,1
1736,702,1
2094,42,1
196,2082,1
2102,1750,1
12,2096,1
1110,1494,1
1954,120,1
1928,1330,1
528,1964,1
1986,612,1
1990,120,1
1970,1994,1
1970,196,1
718,26,1
180,1360,1
2024,196,1
2006,2032,1
1740,1950,1
1950,12,1
2070,26,1
196,2044,1
196,2066,1
2086,2006,1
12,2060,1
1576,36,1
196,2084,1
1954,1044,1
196,1954,1
1968,12,1
1964,196,1
1970,12,1
1986,1684,1
1986,1110,1
1990,1044,1
578,528,1
578,1488,1
1628,1632,1
2046,1044,1
2006,2050,1
180,422,1
2086,1720,1
2086,1578,1
12,2082,1
2084,146,1
2096,1110,1
552,42,1
2098,42,1
2084,432,1
1110,1906,1
964,242,1
1750,1110,1
12,1984,1
1992,1044,1
1992,1110,1
12,1990,1
718,42,1
180,2000,1
180,2004,1
180,2010,1
180,2012,1
12,2016,1
2022,1924,1
2022,2006,1
196,2016,1
578,1662,1
1628,1752,1
2046,1684,1
1272,470,1
12,2050,1
2072,42,1
196,2080,1
196,2076,1
2082,26,1
1846,36,1
1972,2020,1
688,2006,1
2086,42,1
12,2062,1
12,2064,1
2094,1110,1
2074,196,1
196,2092,1
12,2102,1
12,2098,1
12,2100,1
1750,2082,1
196,2100,1
612,1110,1
2104,42,1
2104,1446,1
196,2104,1
196,2106,1
2106,1750,1
2108,42,1
2108,1044,1
2108,2084,1
2108,196,1
196,2108,1
2110,612,1
2110,1044,1
196,2110,1
196,2112,1
1364,1526,1
1364,1406,1
1364,1544,1
2114,42,1
2114,1044,1
1906,1926,1
1906,1920,1
1906,12,1
1906,196,1
1906,596,1
1906,1110,1
1906,1488,1
596,1752,1
596,1802,1
596,1634,1
596,1916,1
1906,36,1
196,2116,1
196,2114,1
2116,1044,1
2116,2038,1
1906,1768,1
2118,1578,1
2118,2006,1
2118,1906,1
2118,1806,1
2118,1684,1
1906,1750,1
1906,612,1
12,2116,1
12,2118,1
12,1960,1
12,2120,1
12,2108,1
12,2114,1
12,2110,1
12,2104,1
212,1516,1
212,1518,1
212,1574,1
212,1376,1
2038,2116,1
26,2078,1
1806,596,1
1806,2118,1
1960,2024,1
1960,196,1
1960,874,1
2042,12,1
2042,196,1
1354,1786,1
196,2122,1
196,2120,1
196,2118,1
368,1928,1
368,1832,1
368,1750,1
368,1490,1
368,1614,1
368,428,1
368,164,1
368,1574,1
368,1544,1
368,1456,1
368,1500,1
368,1316,1
368,494,1
368,1336,1
368,1352,1
368,580,1
368,12,1
368,104,1
368,120,1
368,196,1
368,212,1
368,278,1
1110,1916,1
1110,2096,1
1110,2094,1
1110,2086,1
368,470,1
368,1366,1
1864,154,1
1508,1624,1
2126,2056,1
2126,1226,1
2000,1890,1
164,1466,1
1814,12,1
1750,1906,1
2148,120,1
726,1548,1
2182,42,1
2182,1924,1
1720,964,1
1720,1404,1
368,516,1
1712,1488,1
1488,1110,1
2124,1740,1
12,1978,1
1508,36,1
1464,512,1
2146,1130,1
12,2138,1
196,2132,1
1914,2084,1
2182,120,1
12,2168,1
12,2172,1
2194,1894,1
1720,2016,1
2140,494,1
368,526,1
12,2076,1
1508,12,1
2126,560,1
2126,26,1
64,1968,1
1466,1300,1
2140,2130,1
2142,1684,1
1750,2142,1
2148,1044,1
12,2162,1
12,2182,1
2186,1906,1
196,2176,1
1720,8,1
1720,1286,1
368,546,1
268,1500,1
12,1976,1
2126,2006,1
2142,26,1
2146,26,1
1468,470,1
2148,1110,1
2182,1468,1
2186,1684,1
368,1044,1
368,918,1
12,2010,1
1508,1556,1
2130,42,1
1466,182,1
1466,1362,1
2142,2056,1
1468,2084,1
12,2150,1
1886,2000,1
2184,12,1
1720,1226,1
12,2122,1
368,920,1
494,954,1
1864,188,1
12,2024,1
2000,1884,1
2000,1888,1
546,1832,1
12,2130,1
2148,1906,1
2182,1906,1
2186,1044,1
220,198,1
220,1626,1
268,1532,1
368,180,1
1508,196,1
1740,2124,1
2132,120,1
1814,196,1
2144,180,1
12,2132,1
196,2140,1
196,2148,1
196,2156,1
2170,494,1
512,2024,1
2182,1532,1
2186,64,1
196,2178,1
368,1516,1
26,1272,1
12,2106,1
1508,1376,1
12,2134,1
2162,42,1
1630,264,1
2186,1578,1
220,1316,1
196,2160,1
196,2158,1
1720,580,1
1404,1742,1
1712,36,1
12,2048,1
2000,2012,1
1466,188,1
2142,42,1
2182,1044,1
2182,1410,1
196,2184,1
1110,2148,1
2172,120,1
1712,12,1
1712,196,1
2016,2086,1
1272,26,1
2000,2052,1
2142,612,1
2146,12,1
2148,42,1
2152,64,1
2176,2146,1
12,2166,1
12,2188,1
196,2180,1
2194,1696,1
12,2148,1
494,1044,1
2000,1868,1
1466,164,1
580,1466,1
180,2144,1
2150,26,1
196,2154,1
2182,1750,1
220,1472,1
494,660,1
104,1516,1
12,2124,1
196,2124,1
1950,2124,1
1814,36,1
494,2130,1
196,2130,1
920,1814,1
2182,612,1
220,1430,1
220,1364,1
196,2164,1
196,2190,1
1720,134,1
104,1832,1
268,1522,1
2126,42,1
2000,1886,1
2000,2004,1
2142,120,1
2148,1750,1
2182,2006,1
1720,38,1
1720,1088,1
2124,1950,1
268,1400,1
1842,12,1
2000,180,1
1466,580,1
12,2146,1
196,2134,1
2148,1684,1
726,470,1
1090,1750,1
2182,1110,1
12,2176,1
2186,12,1
2188,1532,1
2188,2006,1
220,1750,1
12,2190,1
196,2168,1
2194,196,1
1720,642,1
268,1556,1
1508,1550,1
560,2126,1
2152,164,1
2186,1752,1
2190,12,1
196,2186,1
1720,164,1
12,2000,1
1508,1522,1
196,2126,1
1466,920,1
1814,920,1
2142,1750,1
12,2140,1
2148,2006,1
12,2184,1
12,2160,1
12,2178,1
1404,1720,1
12,1900,1
1466,1086,1
494,2140,1
12,2136,1
196,2142,1
2150,120,1
2156,510,1
2170,510,1
2176,1130,1
12,2174,1
2188,2056,1
12,2186,1
196,2188,1
1720,2030,1
2126,1044,1
2130,494,1
1466,1832,1
2024,2026,1
2024,512,1
2142,2006,1
2142,1532,1
2142,1044,1
12,2126,1
196,2136,1
196,2138,1
2148,196,1
2148,26,1
2148,612,1
2150,42,1
2152,12,1
2152,1968,1
12,2152,1
64,2152,1
2150,12,1
2134,196,1
2134,12,1
196,2150,1
196,2152,1
164,2152,1
2156,494,1
12,2156,1
1232,1224,1
494,2156,1
1232,1208,1
1232,1120,1
1630,924,1
920,1466,1
512,1464,1
494,2170,1
2172,42,1
2176,1044,1
2146,2176,1
2182,2056,1
2182,26,1
2182,1176,1
2182,1684,1
12,2164,1
2186,42,1
2188,1684,1
220,1516,1
220,1380,1
220,1368,1
220,1290,1
196,2166,1
196,2182,1
196,2162,1
196,2172,1
196,2174,1
196,2170,1
2194,1928,1
1720,2086,1
1720,688,1
1720,920,1
1720,1110,1
1720,1272,1
12,2196,1
12,2194,1
2038,42,1
1286,1720,1
1272,1720,1
64,2186,1
1130,2176,1
2176,12,1
2176,26,1
2200,26,1
2200,42,1
2176,196,1
26,2116,1
26,2038,1
26,2176,1
26,2200,1
12,2200,1
12,2198,1
12,2170,1
12,2180,1
12,2192,1
12,1220,1
12,1722,1
12,1726,1
12,1784,1
12,1786,1
12,1772,1
12,1820,1
12,1892,1
12,1852,1
12,1132,1
12,1884,1
12,1860,1
12,1520,1
12,1886,1
12,1888,1
12,1904,1
12,1936,1
12,1986,1
12,2022,1
12,2068,1
12,1980,1
12,2052,1
12,1982,1
12,1958,1
12,1930,1
12,1962,1
12,2034,1
12,1954,1
12,2112,1
12,2158,1
12,2154,1
2184,196,1
134,250,1
510,2156,1
510,2170,1
12,2206,1
2206,42,1
2206,492,1
2160,12,1
2208,12,1
2208,22,1
2208,1532,1
2208,42,1
2208,120,1
2208,612,1
2208,1110,1
2208,196,1
2208,108,1
1404,2072,1
2186,1968,1
1110,2182,1
2208,1470,1
2208,16,1
2200,12,1
196,2216,1
1856,2086,1
2218,1632,1
1110,2208,1
2208,1642,1
2208,10,1
196,2208,1
196,2206,1
2200,196,1
2232,1684,1
196,2222,1
2124,12,1
2148,12,1
1542,12,1
196,2204,1
1800,36,1
196,2262,1
2262,1668,1
2264,42,1
2276,1736,1
2288,26,1
196,2270,1
2302,196,1
36,1926,1
36,2302,1
36,2040,1
36,2266,1
36,2022,1
36,1944,1
2262,36,1
1696,1044,1
2320,2314,1
2322,42,1
196,2326,1
26,2124,1
1110,2324,1
2208,164,1
492,2206,1
2226,42,1
12,2226,1
12,2220,1
2124,42,1
558,1544,1
1348,12,1
1348,1544,1
2244,2056,1
2246,814,1
2256,2006,1
2256,42,1
196,2256,1
2266,1044,1
2302,2006,1
2302,1110,1
36,2298,1
36,2290,1
36,2234,1
36,2162,1
196,2306,1
36,2102,1
36,2134,1
36,2172,1
36,2200,1
36,2228,1
2306,36,1
2310,1906,1
196,2310,1
36,1990,1
36,2126,1
12,2314,1
26,1248,1
26,2280,1
26,1944,1
1110,2302,1
2210,42,1
196,2196,1
196,2214,1
2218,2006,1
2218,196,1
196,2194,1
196,2200,1
196,2192,1
2210,196,1
12,2208,1
196,2212,1
196,2218,1
2218,1684,1
2226,1044,1
12,2224,1
12,2218,1
2232,2056,1
2124,1498,1
196,2240,1
1906,2006,1
2280,120,1
196,2284,1
1914,42,1
2302,26,1
26,592,1
36,1996,1
36,2258,1
36,2104,1
36,2130,1
2228,36,1
196,2318,1
196,2332,1
12,2246,1
12,2300,1
26,1992,1
1110,1720,1
196,2198,1
196,2210,1
12,2216,1
12,2212,1
1856,2016,1
374,8,1
42,2230,1
2232,1044,1
12,2228,1
1488,2038,1
1272,196,1
494,2238,1
1348,1472,1
2206,264,1
2168,1488,1
2246,1044,1
2246,684,1
196,2244,1
196,2254,1
2258,1208,1
2268,1044,1
2276,2234,1
2280,2006,1
2280,1110,1
2280,26,1
2284,2234,1
2288,1630,1
12,2256,1
196,2278,1
196,2266,1
2302,120,1
2302,612,1
36,2278,1
36,2150,1
36,1928,1
36,1916,1
36,2166,1
36,2090,1
36,2190,1
36,2148,1
36,2064,1
36,1746,1
2262,196,1
2228,196,1
2314,26,1
1880,2246,1
1360,180,1
596,2102,1
36,2318,1
36,2160,1
36,2016,1
12,2310,1
12,2258,1
12,2284,1
26,2312,1
26,2288,1
26,1906,1
26,1650,1
12,2214,1
2218,1752,1
2218,1362,1
154,196,1
2220,802,1
2222,2056,1
2230,1044,1
2228,1712,1
2232,1750,1
196,2226,1
1488,1950,1
1488,2006,1
1488,2168,1
2238,2156,1
12,2238,1
1742,1404,1
1574,1750,1
1574,1526,1
1348,1574,1
196,2234,1
2242,12,1
2244,1766,1
1542,36,1
2252,596,1
196,1106,1
196,1706,1
196,2008,1
2256,1806,1
2256,1906,1
2246,1880,1
2246,26,1
2258,1532,1
2258,2006,1
1906,1532,1
2276,2056,1
2276,2102,1
2280,612,1
2280,1044,1
2286,42,1
2288,1924,1
1814,2244,1
1630,258,1
12,2278,1
12,2290,1
12,2286,1
12,2264,1
12,2282,1
2266,120,1
2266,42,1
2266,612,1
196,2264,1
196,2282,1
196,2292,1
2294,120,1
196,2294,1
1914,1456,1
1652,2256,1
1948,12,1
26,1864,1
36,2038,1
36,2156,1
36,2094,1
36,2306,1
36,2224,1
36,2246,1
36,2196,1
36,1980,1
36,2050,1
36,1950,1
36,2218,1
2022,36,1
2296,42,1
2310,1532,1
2310,26,1
2310,596,1
2322,26,1
2324,26,1
2324,612,1
196,2328,1
196,2316,1
596,2234,1
596,2118,1
36,2324,1
36,2208,1
36,1988,1
36,2070,1
36,2220,1
36,2242,1
36,2206,1
2336,1044,1
26,1588,1
196,2334,1
12,2142,1
12,2322,1
12,2334,1
12,2302,1
12,2316,1
12,2244,1
12,1706,1
12,2008,1
12,2012,1
26,2314,1
26,2322,1
26,2266,1
26,2126,1
196,1108,1
2288,612,1
2226,1672,1
12,2222,1
2230,1344,1
2230,42,1
2230,2102,1
2230,8,1
2140,12,1
964,1720,1
2232,2006,1
2232,1906,1
196,2232,1
196,2230,1
196,2220,1
196,2224,1
196,2228,1
2150,196,1
1488,2124,1
1488,1832,1
2232,874,1
12,2230,1
12,2232,1
2234,42,1
2234,120,1
2142,196,1
2142,12,1
594,798,1
2124,1488,1
2124,26,1
2124,196,1
1488,2056,1
1488,2102,1
2238,42,1
2238,494,1
12,2234,1
12,2236,1
1742,2086,1
1850,1750,1
1850,36,1
1850,12,1
2234,12,1
558,1626,1
558,178,1
558,1110,1
558,1336,1
558,442,1
558,188,1
1574,920,1
1574,1688,1
1574,36,1
1574,1316,1
1348,36,1
1348,920,1
196,2238,1
196,2242,1
196,2236,1
2242,196,1
12,2242,1
2244,1814,1
2244,2006,1
2244,1684,1
2168,196,1
2168,12,1
1542,1532,1
2246,42,1
2246,120,1
2246,1678,1
196,2246,1
2246,798,1
2252,1404,1
1404,2252,1
2246,196,1
196,2250,1
196,2252,1
196,2202,1
196,2012,1
596,2252,1
2244,196,1
1800,12,1
1800,196,1
2256,2072,1
2256,1652,1
2256,120,1
1914,1852,1
1914,26,1
196,2258,1
2258,2182,1
2258,12,1
1056,1990,1
1906,1806,1
1806,2256,1
1906,26,1
2262,1244,1
2262,1862,1
2262,1638,1
2270,42,1
2156,2238,1
2156,196,1
2156,12,1
2156,42,1
1392,2270,1
2270,1392,1
2274,1684,1
2270,1044,1
2276,2006,1
2270,1318,1
2288,2286,1
2280,1632,1
2280,1578,1
2280,1740,1
2280,1532,1
2280,42,1
2284,2102,1
2286,120,1
2206,12,1
2288,2006,1
2288,2056,1
2288,1044,1
2288,120,1
1630,1832,1
2288,42,1
2288,1110,1
1488,2234,1
12,2268,1
12,2262,1
12,2272,1
12,2266,1
12,2280,1
12,2276,1
12,2274,1
12,2250,1
12,2254,1
26,2006,1
1110,2288,1
2288,12,1
26,2150,1
36,2046,1
36,2044,1
2310,1110,1
36,1986,1
36,2116,1
36,2078,1
2336,2262,1
26,2246,1
26,2048,1
2266,26,1
1914,1468,1
2010,180,1
2302,1906,1
36,2186,1
36,1972,1
36,2286,1
36,2254,1
1248,42,1
2310,12,1
2328,42,1
36,1974,1
12,2336,1
12,2330,1
12,2306,1
12,1106,1
144,1544,1
36,2062,1
36,2178,1
596,664,1
596,954,1
596,550,1
596,932,1
596,950,1
596,528,1
196,2268,1
196,2272,1
2266,196,1
1914,432,1
2306,1578,1
36,2074,1
36,2184,1
36,1940,1
36,1932,1
12,2296,1
2324,1110,1
596,2278,1
36,2316,1
36,2132,1
36,2100,1
12,2326,1
12,2332,1
12,2202,1
26,2324,1
26,2182,1
36,1970,1
36,2048,1
36,2056,1
36,2142,1
12,2340,1
596,604,1
596,662,1
596,958,1
2340,12,1
596,654,1
196,2286,1
42,2286,1
26,2262,1
196,2300,1
36,1948,1
36,2214,1
2306,196,1
2310,42,1
2310,120,1
188,1466,1
596,2268,1
36,2014,1
26,2142,1
26,2086,1
196,1922,1
144,974,1
144,1274,1
144,1296,1
36,1822,1
36,1912,1
36,2122,1
36,2154,1
612,2110,1
596,492,1
596,680,1
596,410,1
596,220,1
596,946,1
1110,2310,1
196,2290,1
196,2280,1
2262,26,1
36,2124,1
36,2230,1
36,2280,1
36,2110,1
36,1938,1
1806,1906,1
1696,42,1
188,1864,1
1086,1466,1
2332,42,1
2332,2212,1
36,2332,1
12,2210,1
2270,1344,1
26,2148,1
196,2146,1
144,1178,1
36,1888,1
36,2188,1
1672,2226,1
596,70,1
596,1018,1
2340,196,1
596,956,1
596,636,1
596,486,1
196,2276,1
196,2296,1
1914,422,1
36,2262,1
36,2168,1
36,1934,1
36,2264,1
2296,120,1
1248,26,1
1944,36,1
596,2132,1
2332,1752,1
2334,26,1
36,2330,1
12,2308,1
26,2146,1
144,2336,1
36,1834,1
36,1132,1
36,2108,1
918,1832,1
596,1544,1
596,912,1
596,1010,1
596,692,1
596,676,1
596,656,1
596,936,1
196,2288,1
2298,42,1
36,2294,1
36,2276,1
2262,144,1
2310,2208,1
196,2314,1
36,2170,1
36,2314,1
196,2330,1
12,2204,1
26,2096,1
26,2070,1
26,2046,1
26,1954,1
144,116,1
144,232,1
36,2222,1
596,704,1
596,930,1
596,212,1
596,1062,1
196,2274,1
2266,12,1
2262,42,1
36,2226,1
36,2194,1
36,2000,1
36,2018,1
36,2042,1
36,2152,1
36,2112,1
2022,12,1
596,2310,1
36,2326,1
36,2096,1
2336,42,1
2336,1638,1
12,2294,1
12,2324,1
12,2312,1
12,2270,1
12,2240,1
26,2294,1
26,718,1
196,1870,1
36,1890,1
36,1924,1
36,2158,1
596,2276,1
596,242,1
596,610,1
2294,42,1
196,2302,1
2306,120,1
36,2120,1
36,2268,1
36,2198,1
36,2118,1
36,2054,1
36,1920,1
36,2002,1
36,2024,1
2314,42,1
2318,42,1
1696,26,1
196,2308,1
12,2252,1
26,2334,1
26,1696,1
196,1528,1
36,1962,1
36,2138,1
2216,196,1
596,452,1
1110,2298,1
2294,26,1
2298,1110,1
196,2298,1
144,196,1
36,2072,1
36,2092,1
36,1946,1
36,2308,1
36,2026,1
2262,12,1
196,2322,1
36,2232,1
26,2094,1
26,2082,1
36,1892,1
36,1886,1
36,1880,1
36,1930,1
1750,2328,1
2344,1244,1
596,944,1
596,548,1
596,208,1
596,602,1
596,148,1
596,572,1
596,342,1
2288,196,1
1914,196,1
2306,1684,1
36,2272,1
36,1964,1
36,2212,1
2324,42,1
596,2290,1
36,2336,1
36,1984,1
36,2060,1
36,1560,1
36,1954,1
36,2180,1
12,2342,1
2342,42,1
612,1474,1
612,2148,1
596,2286,1
596,292,1
596,244,1
596,184,1
596,512,1
2314,2320,1
2298,2006,1
36,2004,1
36,2114,1
36,2030,1
2296,12,1
2324,120,1
2328,1750,1
36,2106,1
36,2334,1
196,2336,1
12,1914,1
26,1990,1
36,1854,1
36,1520,1
36,1952,1
36,1978,1
36,2032,1
36,2098,1
36,1998,1
36,1982,1
36,2216,1
596,916,1
596,600,1
596,686,1
596,210,1
2302,2278,1
2302,1044,1
36,2006,1
36,2256,1
36,1960,1
36,2300,1
2228,12,1
2310,1044,1
196,2312,1
36,2036,1
36,2238,1
26,2302,1
26,1628,1
2302,1578,1
2302,42,1
1456,1914,1
2262,120,1
2306,1044,1
144,2262,1
36,2164,1
36,2176,1
2312,26,1
2324,1044,1
2328,120,1
196,2324,1
36,2322,1
36,2328,1
36,1966,1
36,1968,1
36,2086,1
36,2140,1
36,2084,1
36,2182,1
2330,856,1
2336,120,1
2336,1668,1
12,2298,1
12,2288,1
12,2328,1
12,2318,1
12,2292,1
1850,2106,1
1850,2014,1
26,1914,1
196,1976,1
196,2010,1
144,1044,1
144,242,1
144,1786,1
36,1848,1
36,1820,1
36,1874,1
36,1884,1
36,1858,1
36,1904,1
36,1936,1
36,2068,1
36,2088,1
36,2052,1
36,1958,1
36,1994,1
36,2058,1
36,2034,1
36,2082,1
36,2066,1
36,2076,1
36,2136,1
36,2174,1
2286,36,1
2286,196,1
2286,12,1
2286,2288,1
2336,144,1
196,2340,1
2342,1044,1
2342,1250,1
1750,2232,1
2342,12,1
2344,2262,1
2142,36,1
612,1532,1
612,2006,1
612,1750,1
612,1906,1
12,2344,1
612,2324,1
612,2302,1
612,2266,1
612,2288,1
612,2280,1
612,2208,1
612,2182,1
612,2142,1
2266,36,1
1668,2262,1
1668,2336,1
596,2294,1
596,2226,1
596,702,1
596,904,1
596,634,1
596,1014,1
596,96,1
596,136,1
596,588,1
596,496,1
596,948,1
596,592,1
596,1024,1
596,670,1
596,284,1
596,562,1
596,112,1
596,504,1
596,594,1
596,666,1
596,708,1
596,1002,1
596,978,1
596,1032,1
596,154,1
596,128,1
596,146,1
596,726,1
596,644,1
596,508,1
596,102,1
596,254,1
596,288,1
596,658,1
596,622,1
596,1012,1
596,116,1
596,334,1
596,408,1
596,590,1
596,940,1
596,926,1
596,908,1
596,274,1
596,18,1
596,700,1
596,706,1
596,952,1
596,1022,1
596,976,1
596,80,1
596,368,1
596,338,1
596,928,1
596,648,1
596,374,1
596,872,1
596,260,1
596,202,1
596,332,1
596,552,1
596,514,1
596,388,1
596,118,1
596,100,1
596,318,1
596,1076,1
596,1052,1
596,392,1
596,1004,1
596,270,1
596,428,1
596,268,1
596,328,1
596,16,1
596,494,1
922,726,1
922,1636,1
596,256,1
596,224,1
596,712,1
196,2344,1
596,192,1
596,524,1
596,158,1
596,938,1
596,960,1
596,418,1
596,276,1
596,412,1
596,86,1
596,30,1
596,58,1
596,402,1
596,714,1
596,92,1
596,532,1
596,310,1
596,170,1
596,534,1
596,988,1
596,598,1
596,60,1
596,178,1
596,608,1
596,542,1
596,172,1
596,396,1
922,12,1
596,214,1
596,248,1
596,716,1
596,144,1
596,468,1
596,322,1
922,596,1
596,294,1
596,264,1
596,630,1
596,200,1
596,924,1
596,682,1
596,684,1
596,922,1
596,232,1
596,2,1
922,1488,1
922,1574,1
596,696,1
596,1050,1
596,466,1
596,464,1
596,558,1
596,620,1
596,506,1
596,222,1
596,298,1
596,62,1
596,436,1
596,444,1
596,98,1
596,414,1
596,130,1
596,526,1
596,934,1
596,376,1
596,568,1
596,182,1
596,584,1
596,50,1
514,596,1
596,478,1
596,1034,1
596,206,1
596,446,1
596,162,1
596,404,1
596,540,1
596,582,1
596,476,1
596,364,1
596,638,1
596,606,1
596,962,1
596,458,1
596,400,1
596,348,1
596,278,1
922,196,1
922,1544,1
596,668,1
596,570,1
596,500,1
596,432,1
596,1028,1
596,360,1
596,1086,1
596,718,1
596,238,1
596,340,1
596,382,1
596,156,1
596,652,1
596,272,1
596,306,1
596,168,1
596,440,1
596,626,1
596,24,1
596,386,1
596,68,1
596,518,1
596,918,1
596,394,1
596,180,1
596,286,1
596,520,1
596,28,1
510,596,1
596,84,1
596,650,1
596,370,1
596,174,1
596,544,1
922,248,1
596,406,1
922,1214,1
24,596,1
596,344,1
596,104,1
596,138,1
596,690,1
596,250,1
596,972,1
196,2342,1
596,114,1
596,110,1
596,150,1
596,574,1
596,1058,1
596,240,1
596,52,1
596,300,1
596,152,1
596,474,1
596,914,1
596,378,1
596,698,1
596,308,1
596,510,1
596,14,1
596,488,1
596,442,1
596,372,1
596,366,1
596,282,1
596,710,1
596,416,1
596,968,1
596,996,1
596,628,1
596,672,1
596,246,1
596,472,1
596,482,1
596,88,1
596,194,1
596,618,1
596,312,1
596,352,1
596,262,1
596,356,1
596,678,1
596,124,1
596,324,1
596,290,1
596,176,1
596,258,1
596,390,1
596,218,1
596,280,1
596,266,1
596,234,1
596,616,1
596,422,1
596,498,1
596,624,1
596,108,1
596,198,1
596,34,1
596,502,1
596,460,1
596,302,1
596,330,1
596,236,1
596,66,1
596,6,1
596,354,1
596,296,1
596,336,1
596,90,1
596,204,1
596,20,1
596,316,1
596,32,1
596,304,1
596,326,1
596,448,1
514,642,1
596,126,1
922,36,1
596,230,1
596,384,1
596,398,1
596,438,1
596,122,1
976,596,1
596,566,1
596,426,1
596,44,1
596,694,1
596,228,1
596,314,1
196,2346,1
596,358,1
596,320,1
596,380,1
596,484,1
596,986,1
596,966,1
596,614,1
596,660,1
596,646,1
596,1000,1
596,554,1
596,564,1
596,1082,1
596,1046,1
596,1092,1
596,1066,1
596,1056,1
596,1040,1
596,1026,1
596,1072,1
596,942,1
596,362,1
596,346,1
596,78,1
596,106,1
596,1038,1
596,1074,1
596,1080,1
596,1068,1
596,1112,1
596,1016,1
596,1150,1
596,1128,1
596,1158,1
596,1152,1
596,1186,1
596,1178,1
596,1182,1
596,1156,1
596,1170,1
596,1174,1
596,1166,1
596,1168,1
596,1196,1
596,1184,1
596,1162,1
596,1192,1
596,1214,1
596,1098,1
596,1212,1
596,1148,1
596,1222,1
596,1144,1
596,1134,1
596,1116,1
596,166,1
596,76,1
596,1154,1
596,1188,1
596,1190,1
596,1220,1
596,1096,1
596,1138,1
596,1160,1
596,1230,1
596,1118,1
596,1208,1
596,1210,1
596,1218,1
596,1102,1
596,1114,1
596,1200,1
596,1232,1
596,1126,1
596,1194,1
596,1206,1
596,1224,1
596,1228,1
596,1306,1
596,1344,1
596,1436,1
596,1456,1
596,1462,1
1340,596,1
596,1576,1
596,1796,1
596,1932,1
596,2092,1
596,2046,1
596,1970,1
596,1950,1
596,1974,1
596,2116,1
596,2188,1
596,2164,1
596,1132,1
596,2224,1
596,2328,1
1368,1522,1
1568,2006,1
1368,1090,1
1368,1700,1
2306,596,1
12,2358,1
12,2376,1
2358,196,1
2226,1668,1
2392,1110,1
196,2388,1
1290,180,1
2400,42,1
2400,1110,1
596,1236,1
596,1202,1
596,1146,1
596,1270,1
596,1364,1
596,1384,1
596,1424,1
596,1504,1
596,1608,1
596,1648,1
596,1724,1
596,1792,1
596,1768,1
596,1826,1
596,1894,1
596,2042,1
596,2122,1
596,2184,1
596,2052,1
1814,596,1
1368,114,1
2358,120,1
196,2364,1
1766,2244,1
2374,26,1
26,1750,1
196,2380,1
2384,602,1
2392,2006,1
2394,42,1
12,2384,1
1110,1368,1
596,1216,1
596,1376,1
596,1362,1
596,1394,1
596,1676,1
596,1552,1
596,1642,1
596,1754,1
596,1926,1
596,2032,1
1994,596,1
596,1960,1
596,2130,1
596,2000,1
596,2178,1
596,1772,1
596,2206,1
596,2214,1
596,2332,1
596,2344,1
1264,596,1
1368,164,1
1368,120,1
1368,302,1
